blur,noise,brightness,contrast,dark_frac,bright_frac,edge_density,colorfulness,class,path,is_blurry,is_noisy,is_dark,is_bright,is_lowcontrast,is_cluttered,is_dullcolor,n_problems
2554.3683614968686,2.4823700816364163,154.2528335492228,83.11092804301057,0.04213892487046632,0.3631800518134715,0.1208711139896373,3.9699480556544295,battery,../../data/raw/garbage_classification/battery/battery382.jpg,False,False,False,True,False,True,True,3
840.5082380422656,0.9192645381348677,131.20951704545453,74.45668956881617,0.09128787878787879,0.24036458333333333,0.04725378787878788,1.7487408780054694,battery,../../data/raw/garbage_classification/battery/battery503.jpg,False,False,False,True,False,False,True,2
8611.748080465199,11.11190043061653,201.26374320987654,81.21729749479941,0.12165925925925926,0.6796839506172839,0.12203456790123457,1.2647467790674847,battery,../../data/raw/garbage_classification/battery/battery543.jpg,False,True,False,True,False,True,True,4
209.1188540150831,0.6217173037134753,229.05360987654322,34.51045560021228,0.001797530864197531,0.8036345679012346,0.013590123456790124,2.3759338787657653,battery,../../data/raw/garbage_classification/battery/battery737.jpg,False,False,False,True,True,False,True,3
2884.3779555555557,2.748349119429668,177.691812345679,90.87993475656427,0.008809876543209876,0.5077925925925926,0.05712592592592593,4.603833241846234,battery,../../data/raw/garbage_classification/battery/battery599.jpg,False,False,False,True,False,False,True,2
757.2583674716902,0.9266007722086222,208.29748148148147,84.67427016647363,0.07190123456790123,0.7561679012345679,0.03059753086419753,0.3908033743850672,battery,../../data/raw/garbage_classification/battery/battery414.jpg,False,False,False,True,False,False,True,2
645.0343297644506,0.9603027200756534,214.69036787974684,78.49626060758665,0.06667820411392406,0.7789260284810127,0.030730814873417722,7.993973729374668,battery,../../data/raw/garbage_classification/battery/battery377.jpg,False,False,False,True,False,False,True,2
1377.4853712908646,1.8826469119847324,155.45801481481482,73.17844990891365,0.09171358024691358,0.22232098765432098,0.0729679012345679,51.73137458408078,battery,../../data/raw/garbage_classification/battery/battery193.jpg,False,False,False,True,False,False,False,1
364.92176093322166,0.8493971104899531,131.7864242473822,46.26665024783778,0.1213800719895288,0.0,0.028816263089005235,21.32885069143801,battery,../../data/raw/garbage_classification/battery/battery931.jpg,False,False,False,False,False,False,False,0
1005.5841114741992,2.1144028013351006,212.61603305785124,78.88264538503418,0.05725206611570248,0.7665289256198347,0.04409090909090909,2.3326911267726325,battery,../../data/raw/garbage_classification/battery/battery474.jpg,False,False,False,True,False,False,True,2
528.6480101474552,0.46631749234702824,236.86935151419058,57.833038592878005,0.02471460282226098,0.9084747106389726,0.01220865704772475,1.4338675348459438,battery,../../data/raw/garbage_classification/battery/battery409.jpg,False,False,False,True,False,False,True,2
3488.6453221613406,6.396005535763642,205.93108164357494,73.81059243325618,0.04067312838199441,0.6627817089849557,0.08015698400428138,9.134039781985908,battery,../../data/raw/garbage_classification/battery/battery461.jpg,False,True,False,True,False,False,True,3
1970.1028294681887,3.334276943571987,158.31553719008264,92.84201691962083,0.16022727272727272,0.38516528925619836,0.07115702479338842,36.00149814306493,battery,../../data/raw/garbage_classification/battery/battery927.jpg,False,True,False,True,False,False,False,2
2242.468105401168,5.130715588463684,105.76220128676471,58.490942851913466,0.14545036764705882,0.02727481617647059,0.30457261029411764,36.5792917520256,battery,../../data/raw/garbage_classification/battery/battery801.jpg,False,True,False,False,False,True,False,2
1373.1836784718248,2.2558153153228693,180.1513979773944,85.78283145042857,0.010350981558596074,0.5389450723775531,0.06956176878841959,41.105063401721864,battery,../../data/raw/garbage_classification/battery/battery622.jpg,False,False,False,True,False,False,False,1
1183.4784786127968,1.7534401350409476,182.45033086419753,79.81101843631083,0.031130864197530864,0.5797333333333333,0.04807901234567901,17.41540928298912,battery,../../data/raw/garbage_classification/battery/battery798.jpg,False,False,False,True,False,False,False,1
4462.368827929987,5.024522237680832,175.45467654320987,89.92746973228442,0.044562962962962964,0.5499654320987655,0.07628641975308642,98.74640090560692,battery,../../data/raw/garbage_classification/battery/battery94.jpg,False,True,False,True,False,False,False,2
612.2826816099476,1.3067038679910448,197.2469322643979,77.81123991544739,0.0009407722513089005,0.6267997382198953,0.061988710732984294,6.439210988133841,battery,../../data/raw/garbage_classification/battery/battery513.jpg,False,False,False,True,False,False,True,2
259.4272518361234,0.7325978282494497,213.66771599264706,64.68307349180164,0.021231617647058824,0.7084099264705882,0.036420036764705885,44.49584275503778,battery,../../data/raw/garbage_classification/battery/battery777.jpg,False,False,False,True,False,False,False,1
1350.1916835994514,1.7171731873123184,225.48614320987653,52.71170367466473,0.030241975308641974,0.7075555555555556,0.06319012345679012,9.439141997737075,battery,../../data/raw/garbage_classification/battery/battery566.jpg,False,False,False,True,False,False,True,2
652.9259474542167,1.3147740745236867,188.65467087765958,98.81746792888922,0.142010195035461,0.6827349290780141,0.0352947695035461,1.881296291202792,battery,../../data/raw/garbage_classification/battery/battery371.jpg,False,False,False,True,False,False,True,2
680.6543386112265,1.7656102047012685,156.04868861607142,92.87106713512811,0.01706659226190476,0.4573335193452381,0.10493396577380952,0.12551965888942243,battery,../../data/raw/garbage_classification/battery/battery291.jpg,False,False,False,True,False,False,True,2
481.9624051317858,0.8961356923877652,204.78916922814207,67.92692613942127,0.004546618852459016,0.6819501366120219,0.05236082650273224,13.001482300468188,battery,../../data/raw/garbage_classification/battery/battery834.jpg,False,False,False,True,False,False,True,2
4479.062747808834,4.989876675384592,144.64634074074075,93.9834288608209,0.22332839506172839,0.32809876543209876,0.13033086419753087,37.87306741159,battery,../../data/raw/garbage_classification/battery/battery64.jpg,False,True,False,True,False,True,False,3
1671.3631443619192,2.6441641308968684,153.34482347328245,108.89200450208546,0.30981631679389315,0.5232884064885496,0.05522423664122137,2.125983991334703,battery,../../data/raw/garbage_classification/battery/battery391.jpg,False,False,False,True,False,False,True,2
262.42899690656907,0.24681182703715523,235.3816888888889,57.32656284323402,0.0015209876543209877,0.8934320987654321,0.009165432098765433,1.3268731546768466,battery,../../data/raw/garbage_classification/battery/battery332.jpg,False,False,False,True,False,False,True,2
263.93278755742375,0.8934033893153094,215.01068474264707,55.70074239120932,0.007973345588235294,0.6310431985294118,0.04795496323529412,33.59762329324627,battery,../../data/raw/garbage_classification/battery/battery819.jpg,False,False,False,True,False,False,False,1
1720.003987308211,1.5576043485387345,204.14405333544983,68.40876784224989,0.018810270248819396,0.594130719472995,0.09226556609389261,31.604490173248188,battery,../../data/raw/garbage_classification/battery/battery892.jpg,False,False,False,True,False,False,False,1
7793.232015749757,5.95665556561186,149.02353805815986,88.06715096653241,0.04832750675353568,0.36484983314794217,0.16955347211187033,70.84294440856357,battery,../../data/raw/garbage_classification/battery/battery163.jpg,False,True,False,True,False,True,False,3
11163.218568947155,8.443855970115198,102.18170610459336,85.49358957845942,0.43308808908331675,0.14052495525949493,0.13599125074567509,3.974762865041182,battery,../../data/raw/garbage_classification/battery/battery691.jpg,False,True,True,False,False,True,True,4
2599.8817541014396,2.8914417947563584,213.16382334183675,82.63817174943242,0.08350605867346939,0.7945033482142857,0.03637197066326531,1.6811146765497789,battery,../../data/raw/garbage_classification/battery/battery475.jpg,False,False,False,True,False,False,True,2
4028.2808132321293,3.506023372081358,178.6521086419753,101.88186806659374,0.2690567901234568,0.5913283950617284,0.06186666666666667,3.3783768326566963,battery,../../data/raw/garbage_classification/battery/battery674.jpg,False,True,False,True,False,False,True,3
1664.3114462809917,2.8767450235255554,222.31256198347108,74.0484562651675,0.06080578512396694,0.8300206611570248,0.03497933884297521,1.0807790953190228,battery,../../data/raw/garbage_classification/battery/battery298.jpg,False,False,False,True,False,False,True,2
